"ID","appointment","lgbq","depression2","anxiety2","lowses","fgen","struggle2","disability2","transfer2","stigma","extent_out","csi","age3","gender3","race5"
1076,"tenured",0,0,1,0,0,0,0,0,"4","none","anxiety","50+","woman","white"
1079,"instructor",0,0,1,0,0,0,0,0,"2","none","anxiety","50+","man","white"
1081,"instructor",0,0,1,0,0,0,0,0,"2","some","anxiety","23-49","man","white"
1082,"tenuretrack",0,0,1,0,0,0,0,0,"1","some","anxiety","23-49","man","white"
1083,"instructor",0,1,1,1,1,1,0,0,"3","some","anxiety","50+","woman","peer"
1090,"instructor",0,0,1,0,0,1,0,0,"2","some","anxiety","23-49","woman","white"
1092,"tenuretrack",0,1,1,1,1,1,0,0,"4","none","anxiety","23-49","woman",NA
1093,"instructor",0,1,1,0,0,0,1,0,"3","some","anxiety","23-49","woman","white"
11,"tenured",0,0,1,1,0,0,0,0,"2","none","anxiety","50+","man","peer"
110,"tenured",1,0,1,NA,NA,0,0,0,"2","none","anxiety","23-49","man","white"
1106,"tenured",0,NA,1,0,0,1,1,0,NA,"none","anxiety",NA,"man",NA
1118,"tenuretrack",0,0,1,0,1,0,0,0,NA,"none","anxiety",NA,"woman","asian"
1125,"instructor",0,NA,1,0,0,1,0,0,NA,"all","anxiety",NA,"woman",NA
1128,"tenuretrack",0,NA,1,1,0,0,0,0,NA,"none","anxiety",NA,"man","asian"
1133,"tenured",0,0,1,0,0,0,0,0,"3","none","anxiety","50+","man","asian"
1134,"tenured",0,0,1,0,1,1,0,0,NA,"all","anxiety",NA,"man","white"
1136,"tenuretrack",0,0,1,0,0,0,0,0,"3","none","anxiety","23-49","man","white"
1137,"instructor",0,1,1,0,0,0,1,0,"3","some","anxiety","50+","woman","white"
1143,"tenured",0,0,1,0,0,0,0,0,"2","none","anxiety","50+","woman","white"
1157,"tenuretrack",0,0,1,0,0,0,0,0,"3","some","anxiety","23-49","woman","white"
1160,"tenured",0,1,1,0,0,0,0,0,"3","none","anxiety","23-49","man","white"
1163,"tenuretrack",0,1,1,0,0,0,0,0,"2","some","anxiety","23-49","woman","white"
1171,"tenuretrack",0,1,1,0,0,0,0,0,"3","none","anxiety","23-49","man",NA
1174,"tenured",0,1,1,1,1,0,0,0,"2","none","anxiety","50+","woman","white"
1176,"tenuretrack",1,1,1,0,0,0,0,0,"1","none","anxiety","23-49","man","white"
1181,"tenured",0,1,1,0,0,0,NA,0,"1","none","anxiety","23-49","man","white"
1182,"tenuretrack",0,0,1,0,0,0,0,0,"2","none","anxiety","23-49","woman","white"
1187,"tenured",0,1,1,0,0,0,0,0,"2","all","anxiety","23-49","man","white"
1191,"tenuretrack",0,0,1,0,0,0,0,0,"3","none","anxiety","23-49","woman","white"
1198,"tenured",0,0,1,0,0,1,0,0,"3","none","anxiety","23-49","man","white"
1199,"tenured",1,1,1,0,0,0,0,0,"2","some","anxiety","23-49","man","white"
1200,"tenured",0,0,1,1,1,0,0,0,"3","none","anxiety","23-49","man","asian"
1201,"instructor",0,1,1,0,1,1,0,0,"2","none","anxiety","50+","man","white"
1204,"tenured",0,1,1,1,0,0,0,0,"1","none","anxiety","23-49","woman",NA
1208,"tenured",0,1,1,0,0,0,0,0,"4","none","anxiety","23-49","man","asian"
1209,"tenured",0,1,1,0,0,0,0,0,"1","none","anxiety","23-49","man","white"
1211,"tenured",0,1,1,0,0,0,0,0,"3","some","anxiety","23-49","woman","white"
1217,"tenuretrack",0,0,1,0,0,0,0,0,"3","none","anxiety","23-49","woman","asian"
1219,"instructor",0,0,1,0,0,0,0,0,"3","none","anxiety","23-49","man","asian"
1221,"tenuretrack",1,1,1,0,0,0,0,0,"3","none","anxiety","23-49","woman","peer"
1226,"instructor",0,0,1,0,0,0,0,0,"2","some","anxiety","50+","woman","white"
1228,"instructor",1,1,1,0,0,1,0,0,"3","none","anxiety","23-49","woman","white"
1231,"tenuretrack",1,1,1,0,0,0,0,0,"2","some","anxiety","23-49","woman","white"
1233,"tenured",0,1,1,0,0,0,0,0,"1","none","anxiety","50+","man","white"
1234,"tenured",0,1,1,0,1,1,NA,0,"4","all","anxiety","23-49","man","white"
1237,"instructor",0,NA,1,0,0,1,0,0,"4","some","anxiety","23-49","woman","white"
124,"instructor",0,1,1,0,1,0,0,0,"3","none","anxiety","23-49","woman","asian"
1240,"tenured",0,0,1,NA,0,0,0,0,"1","some","anxiety","23-49","man","white"
1248,"tenured",0,1,1,0,0,0,0,0,"2","none","anxiety","23-49","man","peer"
1253,"instructor",0,1,1,1,0,1,0,0,"3","none","anxiety","23-49","woman","white"
1257,"tenuretrack",1,0,1,0,0,0,0,0,"1","some","anxiety","23-49","woman","white"
1258,"tenuretrack",NA,0,1,1,1,0,0,0,"1","none","anxiety","23-49",NA,NA
1263,"instructor",0,1,1,0,0,0,0,0,"2","some","anxiety","23-49","woman","white"
1265,"instructor",0,1,1,0,1,0,0,0,"3","none","anxiety","23-49","man","white"
1266,"tenured",0,0,1,0,0,0,0,0,"3","all","anxiety","23-49","man","white"
1271,"tenured",0,0,1,1,0,0,0,0,"1","none","anxiety","50+","man","white"
1278,"tenured",0,0,1,0,0,0,0,0,"1","none","anxiety","23-49","man","white"
128,"tenured",1,0,1,0,0,0,0,0,"3","some","anxiety","50+","woman","white"
129,"instructor",1,1,1,0,0,0,0,0,"4","some","anxiety","23-49","woman","white"
1296,"tenured",NA,1,1,1,0,0,1,1,"1","all","anxiety","23-49","man","peer"
1297,"instructor",0,1,1,0,0,0,0,0,"3","none","anxiety","23-49","man","white"
1298,"instructor",0,1,1,0,1,0,0,0,"2","some","anxiety","23-49","woman","white"
1299,"instructor",0,0,1,0,1,0,0,0,"3","some","anxiety","23-49","man","white"
13,"tenuretrack",0,1,1,0,0,0,0,0,"3","none","anxiety","23-49","man","white"
130,"tenured",0,1,1,0,0,0,1,0,"2","none","anxiety","23-49","woman","asian"
1314,"tenured",0,1,1,1,1,1,0,0,"3","none","anxiety","50+","woman","peer"
1319,"instructor",0,0,1,1,0,0,0,1,"2","none","anxiety","23-49","woman","white"
1323,"tenured",0,1,1,0,1,0,0,0,"3","none","anxiety","23-49","man","white"
1325,"instructor",0,0,1,0,0,1,0,0,"4","some","anxiety","23-49","woman","white"
1326,"tenuretrack",0,1,1,1,0,0,1,0,"3","none","anxiety","23-49","woman","white"
133,"instructor",0,1,1,0,0,0,1,0,"2","all","anxiety","23-49","woman","white"
1330,"tenured",0,0,1,0,0,0,0,0,"1","none","anxiety","50+","man","white"
1332,"tenured",0,1,1,1,1,0,0,0,"2","some","anxiety","50+","man","white"
1333,"tenured",1,1,1,1,1,0,0,0,"2","none","anxiety","50+","man","white"
1337,"tenured",0,1,1,1,0,0,0,0,"3","some","anxiety","23-49","man","white"
134,"instructor",0,1,1,0,0,1,1,0,"3","some","anxiety","50+","man","white"
1344,"instructor",1,1,1,1,1,0,1,0,"4","some","anxiety","23-49","woman","white"
1349,"instructor",0,0,1,0,0,0,0,0,"1","some","anxiety","23-49","man","white"
135,"tenuretrack",1,0,1,0,0,0,0,0,"2","some","anxiety","23-49","man","white"
1354,"instructor",0,1,1,0,0,0,0,0,"2","some","anxiety","23-49","man","white"
136,"tenured",0,1,1,0,0,0,0,0,"2","some","anxiety","23-49","woman","white"
1360,"instructor",0,0,1,0,0,0,0,0,"1","some","anxiety","23-49","woman","white"
1361,"instructor",0,0,1,0,0,0,0,0,"1","none","anxiety","23-49","woman","asian"
1362,"tenuretrack",0,0,1,1,1,1,0,1,"3","none","anxiety","23-49","man","peer"
1365,"tenured",0,0,1,0,1,0,0,0,"1","none","anxiety","23-49","man","white"
1367,"tenured",0,0,1,1,0,1,0,1,"3","none","anxiety","23-49","woman","peer"
1371,"tenuretrack",0,0,1,1,1,1,1,1,"2","none","anxiety","23-49","man","white"
1377,"tenuretrack",0,1,1,1,1,0,0,0,"3","none","anxiety","23-49","man",NA
1379,"tenured",0,0,1,0,0,0,0,0,"1","none","anxiety","50+","man","white"
138,"tenuretrack",0,0,1,1,0,1,0,0,"1","none","anxiety","23-49","man","asian"
1388,"tenured",0,0,1,0,1,0,0,0,"2","none","anxiety","23-49","woman","white"
1390,"tenuretrack",0,1,1,1,0,1,0,0,NA,"none","anxiety","23-49","man","asian"
1399,"instructor",0,1,1,0,1,1,0,0,"2","all","anxiety","23-49","man","white"
140,"instructor",0,1,1,0,0,1,0,0,"2","some","anxiety","23-49","woman","white"
1400,"instructor",0,NA,1,0,1,0,0,1,"2","some","anxiety","23-49","woman",NA
1401,"tenured",0,0,1,0,0,0,0,0,"1","none","anxiety","23-49","man","white"
1402,"tenured",0,0,1,1,1,0,0,0,"2","none","anxiety","23-49","man","asian"
1404,"tenuretrack",0,0,1,0,0,0,0,0,"1","none","anxiety","23-49","woman","white"
1406,"instructor",0,1,1,0,0,0,0,0,"2","some","anxiety","23-49","woman","white"
1410,"instructor",0,1,1,0,0,0,0,0,"2","some","anxiety","23-49","woman","white"
1411,"tenuretrack",1,1,1,0,0,0,0,0,"2","some","anxiety","50+",NA,"white"
1412,"instructor",1,1,1,0,0,0,0,0,"4","none","anxiety","23-49","man","peer"
1413,"tenuretrack",0,1,1,0,0,0,1,0,"3","none","anxiety","23-49","woman","white"
1417,"tenured",0,1,1,0,0,0,0,0,"2","all","anxiety","50+","woman","white"
142,"instructor",0,0,1,0,1,0,0,0,"1","none","anxiety","23-49","woman","white"
1420,"tenuretrack",0,1,1,1,1,1,0,0,"1","none","anxiety","23-49","woman","peer"
1428,"tenured",0,1,1,0,0,0,0,0,"2","none","anxiety","50+","man","white"
1431,"instructor",0,1,1,0,0,1,0,0,"2","some","anxiety","50+","woman","white"
1433,"tenured",0,1,1,1,1,0,0,0,"2","none","anxiety","50+","man","white"
1434,"instructor",0,1,1,0,0,1,0,0,"3","none","anxiety","50+","woman","peer"
1437,"tenured",0,1,1,1,0,0,1,0,"4","none","anxiety","23-49","man",NA
1441,"tenured",0,1,1,0,0,1,0,0,"3","none","anxiety","23-49","woman","white"
1442,"tenuretrack",0,0,1,0,0,0,0,0,"2","some","anxiety","23-49","man","white"
1446,"instructor",0,1,1,0,0,0,0,0,"2","none","anxiety","50+","man","white"
1458,"tenuretrack",0,1,1,1,1,0,0,0,"2","none","anxiety","23-49","man","white"
1460,"tenured",0,1,1,1,0,0,NA,0,"2","some","anxiety","50+","woman","white"
1461,"tenured",0,0,1,0,0,1,0,0,"3","none","anxiety","50+","woman","white"
1462,"instructor",1,1,1,0,0,0,0,0,"3","none","anxiety","50+","man","white"
1464,"tenuretrack",0,1,1,0,0,1,0,0,"2","some","anxiety","23-49","man","white"
1468,"tenured",0,1,1,0,0,0,0,1,"1","none","anxiety","50+","man","white"
1475,"instructor",1,1,1,1,1,1,0,1,"2","some","anxiety","23-49","man","white"
1479,"tenuretrack",0,NA,1,1,0,1,0,0,"2","none","anxiety","23-49","woman","peer"
1492,"instructor",1,1,1,1,0,1,0,0,"2","some","anxiety","23-49","woman","white"
1494,"instructor",0,0,1,0,0,0,0,0,"2","none","anxiety","23-49","man","asian"
1496,"tenured",0,1,1,0,0,0,0,0,"3","none","anxiety","50+","woman","white"
1497,"tenuretrack",0,0,1,0,0,0,0,0,"2","none","anxiety","23-49","woman","white"
1498,"tenuretrack",0,1,1,0,0,0,1,0,"1","none","anxiety","23-49","woman","white"
1501,"tenured",0,1,1,0,0,0,0,0,"1","some","anxiety","50+","woman","white"
1502,"tenuretrack",0,1,1,1,0,1,1,0,"3","none","anxiety","23-49","woman","peer"
1506,"tenured",0,1,1,0,0,0,0,0,"2","some","anxiety","50+","man","white"
1507,"tenuretrack",0,0,1,1,0,0,0,0,"3","none","anxiety","23-49","man","asian"
1510,"instructor",0,0,1,0,0,0,0,0,"1","all","anxiety","23-49","woman","white"
1512,"tenuretrack",0,1,1,0,0,0,1,0,"2","none","anxiety","23-49","man","white"
1517,"instructor",0,1,1,0,1,0,1,0,"2","all","anxiety","23-49","woman","white"
1519,"tenuretrack",NA,1,1,0,0,0,0,0,"3","none","anxiety","23-49","man","asian"
1521,"tenured",1,1,1,0,0,0,0,0,"4","none","anxiety","50+","woman","white"
1522,"tenured",0,1,1,0,0,0,0,0,"1","some","anxiety","50+","man","white"
1523,"instructor",0,1,1,0,0,0,0,0,"3","none","anxiety","23-49","woman","white"
1524,"instructor",0,1,1,0,0,0,0,0,"3","some","anxiety","23-49","woman","white"
1526,"tenured",0,NA,1,0,0,1,0,0,"1","some","anxiety","23-49","woman","asian"
1529,"tenuretrack",0,1,1,1,1,0,0,0,"3","none","anxiety","23-49","woman","peer"
1533,"instructor",0,0,1,0,0,0,0,0,"3","none","anxiety","23-49","woman","white"
1537,"instructor",0,0,1,0,0,0,0,0,"3","some","anxiety","50+","woman","white"
1539,"tenuretrack",0,1,1,0,1,0,0,0,"1","none","anxiety","23-49","man","white"
154,"tenured",0,1,1,0,1,0,0,0,"3","none","anxiety","50+","man","peer"
1540,"instructor",0,0,1,1,1,0,0,0,"2","some","anxiety","23-49","woman","white"
1542,"tenuretrack",0,0,1,0,0,0,0,0,"3","some","anxiety","23-49","man","white"
1543,"tenuretrack",0,0,1,0,1,1,0,0,"2","none","anxiety","23-49","man","asian"
1546,"instructor",0,1,1,1,1,0,1,0,"2","none","anxiety","23-49","woman","peer"
1547,"tenuretrack",0,1,1,1,1,1,NA,0,"4","none","anxiety","23-49","woman","peer"
1549,"tenured",0,1,1,0,0,0,0,0,"2","some","anxiety","50+","man","white"
1551,"tenuretrack",0,1,1,0,0,0,1,0,"2","none","anxiety","23-49","man","white"
1552,"tenured",0,1,1,0,0,0,0,0,"3","none","anxiety","50+","woman","asian"
1556,"tenured",0,NA,1,0,0,0,0,0,"1","none","anxiety","23-49","man","white"
1557,"instructor",0,0,1,0,1,0,0,1,"1","none","anxiety","50+","man","asian"
156,"instructor",0,1,1,0,0,1,0,0,"4","all","anxiety","23-49","woman","white"
1562,"tenuretrack",0,NA,1,0,0,0,0,0,"1","none","anxiety","23-49","man","white"
1564,"tenured",0,0,1,0,0,0,0,0,"2","none","anxiety","50+","man","white"
1568,"tenuretrack",0,0,1,0,1,1,0,0,"2","some","anxiety",NA,"man","asian"
1572,"tenured",0,1,1,0,0,0,1,1,"4","none","anxiety","50+","woman","peer"
1574,"instructor",0,0,1,0,0,0,0,0,"1","all","anxiety","23-49","woman","asian"
1580,"instructor",0,0,1,0,0,0,0,0,"3","all","anxiety","23-49","man","peer"
1588,"tenured",0,NA,1,0,0,0,NA,0,"3","none","anxiety","23-49","man","white"
1591,"tenured",0,1,1,0,0,0,0,0,"1","some","anxiety","50+","man","white"
16,"tenuretrack",1,1,1,1,1,0,0,0,"2","some","anxiety","23-49","man","white"
1600,"tenured",0,0,1,0,0,0,0,0,"1","none","anxiety","50+","man","white"
1601,"tenured",0,0,1,0,0,0,0,0,"1","some","anxiety","50+","man","white"
1608,"tenured",0,0,1,0,0,0,0,0,"2","none","anxiety","50+","man","white"
1609,"instructor",0,1,1,0,0,1,0,0,"2","all","anxiety","23-49","woman","white"
1611,"tenured",0,0,1,0,1,0,0,0,"1","none","anxiety","50+","man","white"
1613,"tenuretrack",0,0,1,0,0,0,0,0,"4","none","anxiety","23-49","man","asian"
1617,"tenured",0,1,1,0,0,1,0,0,"1","all","anxiety","50+","man","white"
1622,"instructor",0,0,1,0,0,0,0,0,"1","some","anxiety","23-49","woman","white"
1624,"tenured",0,1,1,0,0,0,0,0,"2","none","anxiety","23-49","woman","white"
1627,"tenured",0,0,1,0,0,0,0,0,"1","none","anxiety","23-49","woman","white"
1629,"tenured",0,0,1,1,0,0,1,0,"2","none","anxiety","23-49","man","white"
1632,"tenuretrack",0,1,1,1,0,1,0,0,"2","some","anxiety","23-49","man","white"
1637,"tenuretrack",0,1,1,0,0,0,0,0,"3","none","anxiety","23-49","woman","asian"
1638,"tenured",0,1,1,0,0,0,0,0,"3","none","anxiety","50+","man","white"
164,"instructor",0,1,1,0,0,0,0,0,"2","all","anxiety","23-49","woman","white"
1641,"tenured",0,0,1,0,0,0,0,0,"2","none","anxiety","23-49","man","white"
1651,"tenuretrack",0,1,1,0,0,0,1,0,"3","some","anxiety","23-49","woman","white"
1652,"tenuretrack",0,0,1,0,1,0,0,0,"1","all","anxiety","23-49","woman","white"
1654,"tenuretrack",0,1,1,0,0,0,0,0,"3","none","anxiety","23-49","woman","white"
1655,"instructor",0,1,1,0,0,0,0,0,"1","some","anxiety","50+","woman","white"
1656,"tenured",1,1,1,0,0,0,0,0,"4","none","anxiety","23-49","man","white"
1663,"tenuretrack",1,0,1,0,0,0,0,0,"2","none","anxiety","23-49","man","white"
1666,"tenured",0,1,1,0,0,0,0,0,"3","some","anxiety","50+","man",NA
1671,"tenured",0,0,1,0,1,0,1,0,"1","none","anxiety","23-49","woman","white"
1673,"tenured",0,0,1,0,0,0,0,0,"1","none","anxiety","23-49","woman","white"
1675,"instructor",0,0,1,0,0,0,0,0,"2","all","anxiety","23-49","woman","white"
1676,"instructor",0,1,1,0,0,0,0,0,"2","none","anxiety","50+","woman","white"
1677,"instructor",0,0,1,0,0,0,0,0,"2","none","anxiety","23-49","woman","white"
1681,"tenured",0,0,1,1,1,0,0,0,"1","none","anxiety","50+","man","white"
1687,"tenured",0,1,1,1,0,0,NA,0,"3","none","anxiety","23-49","man","white"
169,"tenuretrack",0,1,1,1,1,0,0,0,"3","none","anxiety","23-49","woman","white"
1696,"tenuretrack",1,1,1,0,0,0,1,1,"2","all","anxiety","23-49","man","white"
1699,"instructor",0,1,1,1,0,0,0,0,"3","none","anxiety","23-49","man","white"
1706,"tenured",0,0,1,1,1,0,0,0,"1","none","anxiety","50+","man","white"
1707,"instructor",0,1,1,0,0,0,0,0,"3","none","anxiety","50+","woman","white"
1708,"tenured",0,1,1,0,0,0,0,0,"1","none","anxiety","50+","man","white"
171,"tenured",0,1,1,0,0,1,0,0,"1","none","anxiety","50+","man","white"
1712,"tenured",0,1,1,0,0,0,0,0,"2","none","anxiety","50+","man","white"
1714,"instructor",1,1,1,0,0,0,0,0,"2","none","anxiety","50+","man","asian"
1715,"tenured",0,0,1,0,0,0,0,0,"1","none","anxiety","50+","man","white"
1718,"tenured",NA,1,1,1,1,1,0,0,"3","some","anxiety","23-49","man","white"
1719,"tenuretrack",0,0,1,0,0,0,0,0,"2","none","anxiety","23-49","man","asian"
1721,"tenured",0,0,1,0,0,0,0,0,"3","none","anxiety","23-49","man","asian"
1726,"tenured",0,0,1,1,0,0,0,0,"3","none","anxiety","50+","woman","white"
1733,"tenuretrack",0,0,1,0,0,0,0,0,"2","none","anxiety","23-49","woman","peer"
1737,"instructor",0,1,1,0,0,0,0,0,"2","some","anxiety","23-49","man","white"
1771,"tenured",0,1,1,1,1,1,0,0,"4","none","anxiety","50+","man",NA
1774,"instructor",0,1,1,0,0,0,0,0,"2","all","anxiety","23-49","man","white"
1776,"tenured",0,NA,1,0,0,0,0,0,"2","none","anxiety","50+","man","white"
1781,"instructor",0,0,1,1,1,0,0,0,"1","none","anxiety","50+","woman","white"
1786,"tenuretrack",0,1,1,0,0,0,0,0,"3","none","anxiety","23-49","woman","white"
1787,"tenured",0,1,1,0,0,0,0,0,"2","some","anxiety","23-49","woman","white"
1790,"tenured",NA,1,1,0,0,0,0,0,"1","none","anxiety","50+","woman","white"
1799,"instructor",0,1,1,0,1,1,0,0,"2","some","anxiety","23-49","woman","peer"
1805,"tenured",0,1,1,0,0,0,NA,0,"1","none","anxiety","23-49","man","white"
1807,"tenured",0,1,1,0,0,0,0,1,"1","some","anxiety","23-49","man","white"
181,"instructor",0,1,1,0,0,0,0,1,"3","none","anxiety","23-49","woman","white"
1811,"tenured",0,1,1,0,1,1,0,0,"3","none","anxiety","50+","man","white"
1822,"instructor",0,0,1,0,0,0,0,0,"3","none","anxiety","23-49","man","white"
1824,"tenuretrack",0,0,1,1,1,1,1,0,"1","none","anxiety","23-49","woman","white"
1830,"tenured",0,1,1,0,1,0,0,0,"3","none","anxiety","23-49","woman","white"
1843,"tenured",0,1,1,0,0,1,0,0,"2","none","anxiety","50+","man","white"
1847,"instructor",0,1,1,0,0,0,0,0,"2","none","anxiety","23-49","woman","white"
1854,"tenured",0,1,1,1,1,0,0,0,"3","none","anxiety","50+","woman","white"
1855,"instructor",0,1,1,0,0,1,0,0,"2","none","anxiety","50+","woman","white"
186,"tenured",0,1,1,0,0,0,0,0,"3","all","anxiety","23-49","man","white"
1860,"instructor",0,0,1,0,1,0,0,0,"2","none","anxiety","23-49","woman","white"
1863,"tenuretrack",0,1,1,0,0,0,0,0,"2","none","anxiety","23-49","woman","white"
1871,"instructor",0,1,1,0,0,0,0,0,"3","none","anxiety","50+","woman","white"
1875,"instructor",0,0,1,0,0,0,0,0,"2","none","anxiety","23-49","man","white"
1877,"instructor",0,1,1,0,0,0,0,0,"4","some","anxiety","23-49","man","white"
1878,"instructor",1,1,1,0,0,1,0,0,"3","all","anxiety","23-49","woman","white"
1880,"tenured",0,0,1,0,0,1,0,1,"2","none","anxiety","50+","woman","white"
1881,"instructor",0,0,1,0,0,0,0,0,"2","none","anxiety","50+","man","white"
1882,"tenuretrack",1,1,1,0,0,0,0,0,"3","none","anxiety","23-49","woman","white"
1883,"tenuretrack",0,0,1,0,0,0,0,0,"3","none","anxiety","23-49","woman","white"
1885,"instructor",0,1,1,0,0,0,0,0,"2","some","anxiety","23-49","woman","white"
1887,"tenured",0,1,1,0,0,0,1,0,"2","none","anxiety","50+","woman","white"
1888,"instructor",0,0,1,1,1,0,0,0,"2","none","anxiety","23-49","woman","white"
1889,"instructor",0,0,1,0,1,0,0,0,"2","some","anxiety","23-49","man","white"
189,"tenured",0,0,1,0,0,0,0,0,"2","none","anxiety","23-49","woman","white"
1891,"tenured",1,1,1,1,1,1,0,0,"1","none","anxiety","50+","man","white"
1894,"instructor",0,1,1,0,0,1,0,0,"1","none","anxiety","23-49","woman","white"
1896,"instructor",0,1,1,0,1,0,0,0,"2","none","anxiety","50+","man","white"
1903,"instructor",0,0,1,0,0,1,1,0,"2","some","anxiety","23-49","woman","white"
1910,"tenuretrack",0,0,1,0,0,0,0,1,"2","none","anxiety","23-49","woman","white"
1911,"tenuretrack",0,1,1,0,0,1,0,0,"2","none","anxiety","23-49","woman","white"
1913,"instructor",0,0,1,NA,0,0,0,0,"1","none","anxiety","50+","man","white"
1914,"instructor",0,1,1,0,1,1,0,0,"3","some","anxiety","50+","woman","white"
1916,"instructor",0,0,1,0,0,0,0,0,"1","none","anxiety","50+","woman","white"
192,"instructor",0,0,1,0,0,0,0,0,"3","none","anxiety","50+","man","white"
1921,"tenured",0,1,1,0,0,0,0,0,"2","none","anxiety","23-49","woman","white"
1922,"instructor",0,0,1,0,0,0,0,0,"2","some","anxiety","50+","man","white"
1923,"tenuretrack",1,1,1,0,0,0,0,0,"4","none","anxiety","23-49","man","white"
1925,"instructor",0,1,1,0,0,0,1,0,"3","none","anxiety","23-49","woman","white"
1930,"tenured",0,1,1,0,0,0,0,0,"4","none","anxiety","23-49","man","white"
1931,"instructor",0,0,1,0,0,0,0,0,"2","none","anxiety","50+","woman","white"
1934,"tenuretrack",0,1,1,1,1,0,0,0,"1","none","anxiety","23-49","woman","asian"
1938,"tenuretrack",0,0,1,0,0,0,0,0,"3","all","anxiety","23-49","woman","white"
194,"tenuretrack",0,0,1,0,0,1,0,0,"1","none","anxiety","23-49","woman","white"
1941,"instructor",0,1,1,0,0,0,0,0,"2","none","anxiety","50+","man","white"
1945,"tenured",0,0,1,0,0,0,0,0,"2","all","anxiety","23-49","man","white"
1947,"tenuretrack",0,0,1,0,1,0,0,0,"3","none","anxiety","23-49","woman","white"
1953,"tenuretrack",1,1,1,0,0,0,0,0,"3","some","anxiety","23-49","man",NA
1954,"tenured",0,0,1,0,0,0,0,0,"1","none","anxiety","23-49","man","white"
1955,"tenuretrack",NA,NA,1,0,0,0,NA,0,"3","none","anxiety","23-49","woman","white"
1956,"instructor",0,1,1,0,0,0,0,0,"3","none","anxiety","50+","man","peer"
1959,"tenured",0,1,1,0,0,1,1,0,"4","none","anxiety","50+",NA,"white"
1963,"tenured",0,0,1,0,0,1,0,0,"1","none","anxiety","23-49","man","white"
1966,"instructor",1,1,1,1,1,0,0,0,"3","none","anxiety","23-49",NA,"white"
1967,"tenured",0,1,1,1,1,0,0,0,"1","all","anxiety","50+","woman","white"
1968,"instructor",0,0,1,0,0,1,0,0,"1","none","anxiety","23-49","woman","white"
1971,"instructor",0,NA,1,1,0,0,0,0,"3","none","anxiety","23-49","man","white"
1972,"tenuretrack",NA,1,1,0,0,0,0,0,"3","none","anxiety","23-49","man","white"
1975,"tenured",0,0,1,0,0,0,0,0,"1","none","anxiety","50+","woman","white"
1976,"tenured",0,0,1,1,0,0,0,0,"1","none","anxiety","50+","man","white"
1978,"tenured",0,1,1,0,0,0,0,0,"3","none","anxiety","23-49","woman","white"
1979,"tenured",1,1,1,0,0,0,1,0,"3","none","anxiety","23-49","woman","white"
1983,"tenuretrack",0,0,1,1,1,1,0,0,"1","none","anxiety","50+","man","peer"
1984,"tenured",0,1,1,0,0,0,1,0,"2","none","anxiety","50+","woman","peer"
1989,"tenuretrack",0,NA,1,0,0,0,0,0,"2","some","anxiety","23-49","woman","white"
1992,"instructor",0,1,1,1,0,0,0,0,"2","all","anxiety","23-49","woman","white"
1994,"tenuretrack",0,1,1,0,0,0,0,0,"4","none","anxiety","23-49","man","peer"
1997,"instructor",0,0,1,0,0,0,0,0,"2","none","anxiety","23-49","man","white"
1999,"instructor",0,1,1,0,1,0,0,0,"2","none","anxiety","50+","woman","white"
20,"tenured",0,1,1,0,0,0,0,0,"3","none","anxiety","23-49","woman","white"
2003,"instructor",1,0,1,0,0,0,0,1,"2","some","anxiety","23-49","man","white"
2008,"tenured",1,1,1,0,0,0,0,0,"1","some","anxiety","23-49","man","white"
2009,"instructor",0,0,1,1,1,0,0,0,"2","some","anxiety","23-49","woman","white"
2010,"tenuretrack",0,0,1,0,0,0,0,0,"3","none","anxiety","23-49","woman",NA
2013,"instructor",0,0,1,0,0,1,0,0,"1","none","anxiety","23-49","man","white"
2014,"tenured",0,0,1,0,0,0,0,0,"1","none","anxiety","50+","man","white"
2015,"tenured",0,1,1,0,0,0,0,0,"2","some","anxiety","23-49","man","white"
2018,"instructor",0,1,1,0,0,0,0,0,"2","all","anxiety","23-49","woman","white"
202,"instructor",0,1,1,0,0,0,0,0,"2","some","anxiety","23-49","woman","white"
2020,"instructor",0,1,1,0,0,1,0,1,"1","some","anxiety","23-49","woman","white"
2021,"tenured",0,1,1,1,1,0,0,0,"1","all","anxiety","50+","man",NA
2024,"tenured",0,0,1,0,0,0,0,0,"3","some","anxiety","50+","woman","white"
2025,"tenured",1,0,1,0,0,0,1,0,"1","some","anxiety","50+","woman","white"
2030,"tenured",0,1,1,1,1,0,0,0,"2","none","anxiety","23-49","man","white"
2031,"instructor",0,1,1,0,0,0,0,0,"2","none","anxiety","50+","man","white"
2038,"tenured",0,1,1,0,0,1,0,1,"3","all","anxiety","50+","man","white"
204,"instructor",0,0,1,0,0,0,0,0,"1","some","anxiety","50+","man","white"
2046,"instructor",1,1,1,0,0,0,0,0,"2","all","anxiety","23-49","woman","white"
2056,"instructor",0,1,1,1,0,0,0,0,"2","some","anxiety","23-49","woman","white"
2059,"tenuretrack",0,1,1,0,1,0,0,0,"1","none","anxiety","23-49","man","asian"
2062,"tenured",0,1,1,0,0,0,NA,0,"4","some","anxiety","23-49","woman","white"
2063,"tenuretrack",0,1,1,0,0,0,0,0,"3","some","anxiety","23-49","woman","white"
2065,"instructor",0,0,1,0,0,0,1,0,"2","some","anxiety","23-49","woman","white"
208,"tenured",0,0,1,0,0,0,0,0,"1","none","anxiety","23-49","man","asian"
